접수일자,발생지점,접수구분,데이터기준일
2022-09-07,도림로20길11,도로파손,2023-05-31
2022-09-07,고척로194,도로파손,2023-05-31
2022-09-07,도림로100,도로파손,2023-05-31
2022-09-07,도림로97,도로파손,2023-05-31
2022-09-07,새말로117-6,도로파손,2023-05-31
2022-09-07,구로중앙로32길12,도로파손,2023-05-31
2022-09-07,구로중앙로42길64,도로파손,2023-05-31
2022-09-07,오리로22다길40,도로파손,2023-05-31
2022-09-08,구로동222-3,도로파손,2023-05-31
2022-09-08,고척로233,도로파손,2023-05-31
2022-09-08,고척동186-4,도로파손,2023-05-31
2022-09-08,오리로23길14-29,도로파손,2023-05-31
2022-09-08,구로중앙로25,도로파손,2023-05-31
2022-09-08,구로중앙로29,도로파손,2023-05-31
2022-09-13,구일로110,도로파손,2023-05-31
2022-09-13,경인로661,도로파손,2023-05-31
2022-09-13,고척로5길53,도로파손,2023-05-31
2022-09-13,공원로22,도로파손,2023-05-31
2022-09-13,새말로120,도로파손,2023-05-31
2022-09-13,경인로53길135,도로파손,2023-05-31
2022-09-13,경인로63길135,도로파손,2023-05-31
2022-09-13,새말로117-23,도로파손,2023-05-31
2022-09-13,새말로120,도로파손,2023-05-31
2022-09-13,구로중앙로42길6,도로파손,2023-05-31
2022-09-13,고척로231,도로파손,2023-05-31
2022-09-13,도림로20길11,도로파손,2023-05-31
2022-09-13,궁동252-33,도로파손,2023-05-31
2022-09-13,개봉동416-99,도로파손,2023-05-31
2022-09-13,경인로47길54,도로파손,2023-05-31
2022-09-14,오리로22길5,도로파손,2023-05-31
2022-09-14,광남로,도로파손,2023-05-31
2022-09-14,도림로75-1,도로파손,2023-05-31
2022-09-14,도영로2-5,도로파손,2023-05-31
2022-09-14,시흥대로161길50,도로파손,2023-05-31
2022-09-14,중앙로14길7,도로파손,2023-05-31
2022-09-14,중앙로6길5-15,도로파손,2023-05-31
2022-09-14,고척로203,도로파손,2023-05-31
2022-09-14,고척로209,도로파손,2023-05-31
2022-09-14,고척로231,도로파손,2023-05-31
2022-09-14,안양천로537가길34,도로파손,2023-05-31
2022-09-14,구로동17-1,도로파손,2023-05-31
2022-09-15,신도림 버스환승센터,도로파손,2023-05-31
2022-09-15,신도림로11길2,도로파손,2023-05-31
2022-09-15,도영로2-5,도로파손,2023-05-31
2022-09-15,천왕로9,도로파손,2023-05-31
2022-09-15,구일로68,도로파손,2023-05-31
2022-09-15,구일로110,도로파손,2023-05-31
2022-09-15,고척동62-18,도로파손,2023-05-31
2022-09-15,구로동313-43,도로파손,2023-05-31
2022-09-16,디지털로26길72,도로파손,2023-05-31
2022-09-16,고척로52길22,도로파손,2023-05-31
2022-09-16,구로중앙로43,도로파손,2023-05-31
2022-09-16,우마1나길6,도로파손,2023-05-31
2022-09-16,디지털로21길6,도로파손,2023-05-31
2022-09-16,도림천로378,도로파손,2023-05-31
2022-09-16,신도림로13길73,도로파손,2023-05-31
2022-09-16,중앙로14길7,도로파손,2023-05-31
2022-09-16,경인로35길113-19,도로파손,2023-05-31
2022-09-19,구로동568-2,도로파손,2023-05-31
2022-09-19,구로동1-4,도로파손,2023-05-31
2022-09-19,디지털로26길87,도로파손,2023-05-31
2022-09-19,개봉로23길48,경계석과 도로턱 완만하게,2023-05-31
2022-09-19,오류2동주민센터,도로파손,2023-05-31
2022-09-19,오리로1316,도로파손,2023-05-31
2022-09-19,경인로59길8,도로파손,2023-05-31
2022-09-19,경서로1길14,도로파손,2023-05-31
2022-09-19,온수동119,도로파손,2023-05-31
2022-09-20,개봉로16길9,도로파손,2023-05-31
2022-09-20,구로동429-242,도로파손,2023-05-31
2022-09-20,신도림동413-48,도로파손,2023-05-31
2022-09-20,중앙로60,도로파손,2023-05-31
2022-09-20,개봉동38-47,도로파손,2023-05-31
2022-09-21,구일로2길18,도로파손,2023-05-31
2022-09-21,구로동35-5,도로파손,2023-05-31
2022-09-22,도림로6,도로파손,2023-05-31
2022-09-22,구로동180-16,도로파손,2023-05-31
2022-09-22,경인로47길126,도로파손,2023-05-31
2022-09-23,새말로16길7,도로파손,2023-05-31
2022-09-23,궁동213-23,도로파손,2023-05-31
2022-09-23,경인로66길19,도로파손,2023-05-31
2022-09-23,구로중앙로42길42,도로파손,2023-05-31
2022-09-23,개봉동335-36,도로파손,2023-05-31
2022-09-25,중앙로8길34,도로파손,2023-05-31
2022-09-25,신도림로11라길13,도로파손,2023-05-31
2022-09-25,고척로16길37-5,도로파손,2023-05-31
2022-09-26,경인로321-1,도로파손,2023-05-31
2022-09-26,경인로121,도로파손,2023-05-31
2022-09-26,천왕로92,도로파손,2023-05-31
2022-09-26,남부순환로105길202,도로파손,2023-05-31
2022-09-26,경인로40길41-1,도로파손,2023-05-31
2022-09-26,구로동로15길25,도로파손,2023-05-31
2022-09-26,궁동232,도로파손,2023-05-31
2022-09-27,개봉동50-44,도로파손,2023-05-31
2022-09-27,서해안로24길22,도로파손,2023-05-31
2022-09-27,신도림로56-24,도로파손,2023-05-31
2022-09-27,도림로104,도로파손,2023-05-31
2022-09-27,도림로20길11,도로파손,2023-05-31
2022-09-27,구로동603-48,도로파손,2023-05-31
2022-09-27,공원로6나길49-12,도로파손,2023-05-31
2022-09-27,신도림동397-32,도로파손,2023-05-31
2022-09-27,구로동317-64,도로파손,2023-05-31
2022-09-27,구로동로8길91,도로파손,2023-05-31
2022-09-27,오리로9길42,도로파손,2023-05-31
2022-09-28,구로동611-6,도로파손,2023-05-31
2022-09-28,중앙로37,도로파손,2023-05-31
2022-09-29,개봉동5-19,도로파손,2023-05-31
2022-09-29,고척로191,도로파손,2023-05-31
2022-09-29,고척로279,도로파손,2023-05-31
2022-09-30,고척동62-126,도로파손,2023-05-31
2022-09-30,고척동168-83,도로파손,2023-05-31
2022-09-30,중앙로15길125,도로파손,2023-05-31
2022-09-30,구로중앙로25길26,도로파손,2023-05-31
2022-09-30,가마산로245,도로파손,2023-05-31
2022-09-30,경인로445-1,도로파손,2023-05-31
2022-09-30,구로동72-9,도로파손,2023-05-31
2022-10-04,구로중앙로10,도로파손,2023-05-31
2022-10-04,도림로75-11,도로파손,2023-05-31
2022-10-04,부일로941,도로파손,2023-05-31
2022-10-04,구로동로43길,도로파손,2023-05-31
2022-10-04,도림로104,도로파손,2023-05-31
2022-10-04,구로중앙로31길18,도로파손,2023-05-31
2022-10-05,구로동141-3,도로파손,2023-05-31
2022-10-05,부일로815번길93,도로파손,2023-05-31
2022-10-05,부일로1가길18-18,도로파손,2023-05-31
2022-10-05,부일로815번길56-20,도로파손,2023-05-31
2022-10-05,부일로1길31-22,도로파손,2023-05-31
2022-10-05,부일로1나길22-32,도로파손,2023-05-31
2022-10-05,부일로1가길34,도로파손,2023-05-31
2022-10-05,부일로1가길34,도로파손,2023-05-31
2022-10-05,부일로1가길42,도로파손,2023-05-31
2022-10-05,부일로1가길42-4,도로파손,2023-05-31
2022-10-05,부일로1가길42-4,도로파손,2023-05-31
2022-10-05,부일로1가길50,도로파손,2023-05-31
2022-10-05,부일로1가길54,도로파손,2023-05-31
2022-10-05,부일로1나길22-6,도로파손,2023-05-31
2022-10-05,부일로1나길28,도로파손,2023-05-31
2022-10-05,부일로1나길28,도로파손,2023-05-31
2022-10-05,도림로97,도로파손,2023-05-31
2022-10-05,천왕동282-13,도로파손,2023-05-31
2022-10-05,경인로47길67,도로파손,2023-05-31
2022-10-06,구로동313-130,도로파손,2023-05-31
2022-10-06,구로중앙로27,도로파손,2023-05-31
2022-10-06,디지털로26길72,도로파손,2023-05-31
2022-10-06,가리봉동105-20,도로파손,2023-05-31
2022-10-12,고척로27바길37-12,도로파손,2023-05-31
2022-10-12,궁동136-4,도로파손,2023-05-31
2022-10-12,부일로1가길18-26,도로파손,2023-05-31
2022-10-13,경인로435,도로파손,2023-05-31
2022-10-13,구로중앙로26가길18-13,도로파손,2023-05-31
2022-10-13,구로동로5길20,도로파손,2023-05-31
2022-10-13,구로중앙로33,도로파손,2023-05-31
2022-10-13,구로중앙로35,도로파손,2023-05-31
2022-10-13,구로중앙로36,도로파손,2023-05-31
2022-10-13,구로중앙로48,도로파손,2023-05-31
2022-10-14,구로동611-6,도로파손,2023-05-31
2022-10-14,구로동로22길88,도로파손,2023-05-31
2022-10-14,구로동로96-2,도로파손,2023-05-31
2022-10-14,구일로4길22,도로파손,2023-05-31
2022-10-14,구일로4길57,도로파손,2023-05-31
2022-10-14,오류로51,도로파손,2023-05-31
2022-10-14,고척동40-1,도로파손,2023-05-31
2022-10-17,고척동158-2,도로파손,2023-05-31
2022-10-17,고척로21길49,도로파손,2023-05-31
2022-10-17,신도림로56-24,도로파손,2023-05-31
2022-10-17,고척로45길1,도로파손,2023-05-31
2022-10-17,부일로893,도로파손,2023-05-31
2022-10-17,구로동1-34,도로파손,2023-05-31
2022-10-17,구로동1-4,도로파손,2023-05-31
2022-10-17,천왕동278-3,도로파손,2023-05-31
2022-10-17,신도림로11라길20,도로파손,2023-05-31
2022-10-18,가마산로245,도로파손,2023-05-31
2022-10-18,구로중앙로27,도로파손,2023-05-31
2022-10-18,고척로115-2,도로파손,2023-05-31
2022-10-18,고척로190,도로파손,2023-05-31
2022-10-18,구일로4길65,도로파손,2023-05-31
2022-10-18,가마산로286,도로파손,2023-05-31
2022-10-18,구로중앙로18길68,도로파손,2023-05-31
2022-10-18,새말로8길11,도로파손,2023-05-31
2022-10-18,공원로7길23-30,도로파손,2023-05-31
2022-10-18,경서로7가길26-10,도로파손,2023-05-31
2022-10-18,구로중앙로12길13-26,도로파손,2023-05-31
2022-10-19,고척로21길49,도로파손,2023-05-31
2022-10-19,구로동로21길8,도로파손,2023-05-31
2022-10-19,구로중앙로28길59,도로파손,2023-05-31
2022-10-21,천왕로50,도로파손,2023-05-31
2022-10-21,부일로965,도로파손,2023-05-31
2022-10-24,고척로30길30,도로파손,2023-05-31
2022-10-24,개봉로23가길37,도로파손,2023-05-31
2022-10-24,부일로985,도로파손,2023-05-31
2022-10-24,부일로15가길3,도로파손,2023-05-31
2022-10-24,온수동99-1,도로파손,2023-05-31
2022-10-24,구로동로5길6-13,도로파손,2023-05-31
2022-10-25,경인로47길150,"측구,도로파손",2023-05-31
2022-10-25,부일로1길110,도로파손,2023-05-31
2022-10-26,공원로7,도로파손,2023-05-31
2022-10-26,경인로53길103,도로파손,2023-05-31
2022-10-26,경인로51길94,도로파손,2023-05-31
2022-10-26,고척동43-40,도로파손,2023-05-31
2022-10-31,디지털로32길97-15,도로파손,2023-05-31
2022-10-31,디지털로32길93,도로파손,2023-05-31
2022-11-01,고척로115-2,도로파손,2023-05-31
2022-11-01,고척로192,도로파손,2023-05-31
2022-11-01,공원로41,도로파손,2023-05-31
2022-11-01,구로동로42길13,도로파손,2023-05-31
2022-11-01,신도림동365-4,도로파손,2023-05-31
2022-11-02,부일로855,도로파손,2023-05-31
2022-11-02,개봉동27-7,도로파손,2023-05-31
2022-11-02,가마산로22길32,도로파손,2023-05-31
2022-11-03,미래초등학교앞 교차로 횡단보도,도로파손,2023-05-31
2022-11-03,공원로26,도로파손,2023-05-31
2022-11-04,경인로74다길4,도로파손,2023-05-31
2022-11-07,연동로13길56,도로파손,2023-05-31
2022-11-07,시흥대로577-11,도로파손,2023-05-31
2022-11-07,천왕동277-4,도로파손,2023-05-31
2022-11-07,개봉동33-161,도로파손,2023-05-31
2022-11-07,구로동772,도로파손,2023-05-31
2022-11-07,구로동50-1,도로파손,2023-05-31
2022-11-09,오리로9길39,도로파손,2023-05-31
2022-11-09,개봉로12길5-4,도로파손,2023-05-31
2022-11-09,구로중앙로30,도로파손,2023-05-31
2022-11-09,구로중앙로4,도로파손,2023-05-31
2022-11-09,구로중앙로75,도로파손,2023-05-31
2022-11-09,고척로115-2,도로파손,2023-05-31
2022-11-10,오리로1197,도로파손,2023-05-31
2022-11-11,고척로195,도로파손,2023-05-31
2022-11-14,천왕동63-5,도로파손,2023-05-31
2022-11-14,천왕동63-5,도로파손,2023-05-31
2022-11-14,새말로25,도로파손,2023-05-31
2022-11-14,신도림로51,도로파손,2023-05-31
2022-11-14,신도림로56-24,도로파손,2023-05-31
2022-11-14,구로중앙로218,도로파손,2023-05-31
2022-11-15,고척로208,도로파손,2023-05-31
2022-11-15,공원로7길12,도로파손,2023-05-31
2022-11-15,구로동로13길37,도로파손,2023-05-31
2022-11-15,신도림동412-4,도로파손,2023-05-31
2022-11-16,가마산로22길32,도로파손,2023-05-31
2022-11-16,구로중앙로26가길18-13,도로파손,2023-05-31
2022-11-16,구로중앙로34길33-36,도로파손,2023-05-31
2022-11-16,경인로215,도로파손,2023-05-31
2022-11-16,고산초 뒷편,도로파손,2023-05-31
2022-11-17,천왕로92,도로파손,2023-05-31
2022-11-17,고척로52길48,도로파손,2023-05-31
2022-11-17,구로중앙로28다길5,도로파손,2023-05-31
2022-11-17,구로중앙로68,도로파손,2023-05-31
2022-11-17,구로동로17길36,도로파손,2023-05-31
2022-11-17,구로동1119,도로파손,2023-05-31
2022-11-18,구로동로42길30-15,도로파손,2023-05-31
2022-11-18,새말로117-6,도로파손,2023-05-31
2022-11-21,경인로67길67-35,도로파손,2023-05-31
2022-11-21,구로중앙로43,도로파손,2023-05-31
2022-11-21,구로동50-12,도로파손,2023-05-31
2022-11-22,구로동772,도로파손,2023-05-31
2022-11-22,신도림동418-6,도로파손,2023-05-31
2022-11-22,오리로11길33,도로파손,2023-05-31
2022-11-23,디지털로32길97-6,도로파손,2023-05-31
2022-11-24,천왕로29,도로파손,2023-05-31
2022-11-25,경인로408,도로파손,2023-05-31
2022-11-26,구일로4길 57,도로파손,2023-05-31
2022-11-28,새말로18길,도로파손,2023-05-31
2022-11-29,오류동 6-41,도로파손,2023-05-31
2022-11-29,천왕로 59,도로파손,2023-05-31
2022-12-01,궁동 2-3,도로파손,2023-05-31
2022-12-01,구로동 473-13,도로파손,2023-05-31
2022-12-13,안양천로537나길,도로파손,2023-05-31
2022-12-16,남부순환로97길 20-7,도로파손,2023-05-31
2022-12-16,개봉동 308-10,도로파손,2023-05-31
2022-12-17,구로중앙로 152,도로파손,2023-05-31
2022-12-17,개봉로3길 94,도로파손,2023-05-31
2022-12-20,경서로7가길 5,도로파손,2023-05-31
2022-12-23,부일로 933,도로파손,2023-05-31
2022-12-26,구로동 429-94,도로파손,2023-05-31
2022-12-27,구로동로5길 6-18,도로파손,2023-05-31
2022-12-28,신도림로 11,도로파손,2023-05-31
2022-12-30,고척로45길 75-8,도로파손,2023-05-31
2023-01-03,구로동 685-500,도로파손,2023-05-31
2023-01-04,궁동 197-10,도로파손,2023-05-31
2023-01-11,중앙로15길 98-12,도로파손,2023-05-31
2023-01-15,경인로 90,도로파손,2023-05-31
2023-01-16,구로동 65,도로파손,2023-05-31
2023-01-16,구로동 65,도로파손,2023-05-31
2023-01-16,고척동 306,도로파손,2023-05-31
2023-01-16,도림로 49-1,도로파손,2023-05-31
2023-01-17,오류동 218-4,도로파손,2023-05-31
2023-01-18,부일로 933,도로파손,2023-05-31
2023-01-18,구로중앙로 34,도로파손,2023-05-31
2023-01-19,천왕동 266-5,도로파손,2023-05-31
2023-01-20,오류동 19-2,도로파손,2023-05-31
2023-01-20,경인로 65길 16-15,도로파손,2023-05-31
2023-01-27,온수동 73-1,도로파손,2023-05-31
2023-01-30,연동로 288,도로파손,2023-05-31
2023-01-30,구로동로 5,도로파손,2023-05-31
2023-01-30,구로동로 11길 1-10,도로파손,2023-05-31
2023-01-31,연동로 195,도로파손,2023-05-31
2023-02-01,경인로53가길 20,도로파손,2023-05-31
2023-02-02,고척로6길 5,도로파손,2023-05-31
2023-02-02,온수동 119-4,도로파손,2023-05-31
2023-02-03,서부샛길 822,도로파손,2023-05-31
2023-02-04,가마산로 87,도로파손,2023-05-31
2023-02-06,경인로43길 68,도로파손,2023-05-31
2023-02-09,고척로27바길 37-12,도로파손,2023-05-31
2023-02-09,오리로11길 57,도로파손,2023-05-31
2023-02-09,경인로35길 32-6,도로파손,2023-05-31
2023-02-09,고척로 186,도로파손,2023-05-31
2023-02-09,경인로 290-42,도로파손,2023-05-31
2023-02-10,신도림로 78,도로파손,2023-05-31
2020-02-11,개봉로20길 14,도로파손,2023-05-31
2023-02-14,오리로23길 14-47,도로파손,2023-05-31
2023-02-18,구로동 65,도로파손,2023-05-31
2023-02-20,궁동 202-2,도로파손,2023-05-31
2023-02-20,수궁동주민센터 앞,도로파손,2023-05-31
2023-02-23,중앙로14나길30,도로파손,2023-05-31
2023-02-23,경인로47길134,도로파손,2023-05-31
2023-02-24,개봉로3길 109,도로파손,2023-05-31
2023-03-01,서울특별시 구로구 개봉로3길 87 개봉한진아파트,도로파손,2023-05-31
2023-03-01,서울특별시 구로구 개봉로3길 87 개봉한진아파트,도로파손,2023-05-31
2023-03-01,서울특별시 구로구 개봉로3길 87,도로파손,2023-05-31
2023-03-01,서울특별시 구로구 개봉로3길 87,도로파손,2023-05-31
2023-03-01,서울특별시 구로구 개봉로3길 87,도로파손,2023-05-31
2023-03-01,서울특별시 구로구 개봉로3길 87 개봉한진아파트,도로파손,2023-05-31
2023-03-02,구로구 새말로 48(구로동 557-11) 맞은편 도로 3차로상,도로파손,2023-05-31
2023-03-02,서울특별시 구로구 개봉로3길 87,도로파손,2023-05-31
2023-03-02,서울특별시 구로구 개봉로3길 87,도로파손,2023-05-31
2023-03-02,서울특별시 구로구 개봉로3길 87 개봉한진아파트,도로파손,2023-05-31
2023-03-02,서울특별시 구로구 개봉로3길 87,도로파손,2023-05-31
2023-03-02,서울특별시 구로구 개봉로3길 87 개봉한진아파트,도로파손,2023-05-31
2023-03-02,서울특별시 구로구 개봉로3길 87,도로파손,2023-05-31
2023-03-02,서울특별시 구로구 개봉로3길 87 개봉한진아파트,도로파손,2023-05-31
2023-03-02,서울특별시 구로구 개봉로1길 40,도로파손,2023-05-31
2023-03-02,서울특별시 구로구 개봉로3길 87,도로파손,2023-05-31
2023-03-02,서울특별시 구로구 개봉로1길 116,도로파손,2023-05-31
2023-03-02,서울특별시 구로구 개봉로1길 14 개화빌라트,도로파손,2023-05-31
2023-03-02,서울특별시 구로구 개봉로3길 18,도로파손,2023-05-31
2023-03-02,서울특별시 구로구 중앙로6길 9,도로파손,2023-05-31
2023-03-03,서울특별시 구로구 개봉로1길 14 개화빌라트,도로파손,2023-05-31
2023-03-03,서울특별시 구로구 개봉로16길 37,도로파손,2023-05-31
2023-03-03,서울특별시 구로구 개봉로 72,도로파손,2023-05-31
2023-03-03,서울특별시 구로구 개봉로20길 14,도로파손,2023-05-31
2023-03-03,서울특별시 구로구 개봉로17나길 63,도로파손,2023-05-31
2023-03-03,서울특별시 구로구 개봉로17나길 67,도로파손,2023-05-31
2023-03-03,서울특별시 구로구 개봉로17아길 16,도로파손,2023-05-31
2023-03-03,서울특별시 구로구 개봉로17길 69,도로파손,2023-05-31
2023-03-03,서울특별시 구로구 개봉로15길 68-14,도로파손,2023-05-31
2023-03-03,서울특별시 구로구 개봉로15길 68-20,도로파손,2023-05-31
2023-03-03,서울특별시 구로구 개봉로15길 53,도로파손,2023-05-31
2023-03-03,서울특별시 구로구 개봉로11길 35,도로파손,2023-05-31
2023-03-03,서울특별시 구로구 개봉로1길 158,도로파손,2023-05-31
2023-03-03,서울특별시 구로구 개봉로1길 148,도로파손,2023-05-31
2023-03-03,서울특별시 구로구 개봉로1다길 13-2 해오름3차,도로파손,2023-05-31
2023-03-03,서울특별시 구로구 개봉로1길 40,도로파손,2023-05-31
2023-03-03,서울특별시 구로구 개봉로11길 75-22,도로파손,2023-05-31
2023-03-04,구로구 부일로 949 (궁동 204-4),도로파손,2023-05-31
2023-03-05,서울특별시 구로구 구로동 681-11,도로파손,2023-05-31
2023-03-06,구로구 중앙로15길 73,도로파손,2023-05-31
2023-03-06,서울특별시 구로구 오류로 52,도로파손,2023-05-31
2023-03-07,서울특별시 구로구 개봉로10길 12-8,도로파손,2023-05-31
2023-03-07,서울특별시 구로구 목동남로 10-2,도로파손,2023-05-31
2023-03-07,구로구 디지털로32길 43 이마트 구로점 앞 도로,도로파손,2023-05-31
2023-03-08,서울특별시 구로구 도림로 49-1,도로파손,2023-05-31
2023-03-08,서울특별시 구로구 오리로10길 44-37,도로파손,2023-05-31
2023-03-11,서울특별시 구로구 개봉로3길 6,도로파손,2023-05-31
2023-03-14,서울특별시 구로구 중앙로14길 15,도로파손,2023-05-31
2023-03-15,서울특별시 구로구 오리로10길 44-37,도로파손,2023-05-31
2023-03-15,서울특별시 구로구 개봉로6길 25-2,도로파손,2023-05-31
2023-03-15,구로구 중앙로15길 100-76 (고척동 100-76) ,도로파손,2023-05-31
2023-03-17,서울특별시 구로구 중앙로14길 25,도로파손,2023-05-31
2023-03-20,서울특별시 구로구 도림로20길 30,도로파손,2023-05-31
2023-03-20,구로구 고척로16길 45 (오류동 31-72)앞 ,도로파손,2023-05-31
2023-03-24,구로구 궁동 175-7 이면도로가 내려 앉은 것 같다며 보수요청,도로파손,2023-05-31
2023-03-27,서울특별시 구로구 구로동로 147 MEDI FLOWER 147,도로파손,2023-05-31
2023-03-27,서울특별시 구로구 고척로 218,도로파손,2023-05-31
2023-03-28,구로구 신도림로 7 앞 신도림로 (구로역으로 좌회전하는 차선)  도로 침하 신고  ,도로파손,2023-05-31
2023-03-29,서울특별시 구로구 오리로 1154-19,도로파손,2023-05-31
2023-03-29,시흥대로 569(구로동 1125-2) 앞 오른편 하수구 옆 보도블럭,도로파손,2023-05-31
2023-03-30,경인로67길,도로파손,2023-05-31
2023-03-30,서울특별시 구로구 개봉로3길 31,도로파손,2023-05-31
2023-03-30,구로구 안양천로537나길 42-1 앞 경계석,도로파손,2023-05-31
2023-04-01,구로구 개봉로20길 66 옆 청년행복주택 공사장,도로파손,2023-05-31
2023-04-04,서울특별시 구로구 개봉로3길 31,도로파손,2023-05-31
2023-04-05,구로구 개봉로20길 66 옆 청년행복주택 공사장,도로파손,2023-05-31
2023-04-05,서울특별시 구로구 개봉로3길 31,도로파손,2023-05-31
2023-04-05,서울특별시 구로구 개봉로3길 31,도로파손,2023-05-31
2023-04-05,서울특별시 구로구 개봉로3길 31,도로파손,2023-05-31
2023-04-05,서울특별시 구로구 경인로47길 150,도로파손,2023-05-31
2023-04-06,서울특별시 구로구 디지털로26길 87,도로파손,2023-05-31
2023-04-07,서울특별시 구로구 구일로4길 22,도로파손,2023-05-31
2023-04-07,서울특별시 구로구 고척로20길 34,도로파손,2023-05-31
2023-04-07,서울특별시 구로구 중앙로15길 95,도로파손,2023-05-31
2023-04-10,서울특별시 구로구 고척로30길 13-13 제일교회,도로파손,2023-05-31
2023-04-10,구로구 신도림로11길 8 (신도림동 394-43)맨홀 옆으로 도로가 침하되고 있어서 현장 확인 조치 요청 문의 ,도로파손,2023-05-31
2023-04-11,경서로 82-4,도로파손,2023-05-31
2023-04-11,구로구 고척로 94-9,도로파손,2023-05-31
2023-04-12,구로구 구로동 466-251(구로동로35가길 19-39) 앞 라인 이면도로 보도블럭 노후로 교체 요청 ,도로파손,2023-05-31
2023-04-12,서울특별시 구로구 중앙로15길 132-60 한성아파트,도로파손,2023-05-31
2023-04-13,도림로12길 21-5 (구로동 781-21),도로파손,2023-05-31
2023-04-14,서울특별시 구로구 경인로 390,도로파손,2023-05-31
2023-04-14,구로동 1132-41,도로파손,2023-05-31
2023-04-14,서울특별시 구로구 새말로 120,도로파손,2023-05-31
2023-04-18,서울특별시 구로구 개봉로3길 87,도로파손,2023-05-31
2023-04-18,서울특별시 구로구 개봉로3길 87,도로파손,2023-05-31
2023-04-18,서울특별시 구로구 중앙로15길 73,도로파손,2023-05-31
2023-04-19,서울특별시 구로구 도림로10길 12,도로파손,2023-05-31
2023-04-19,서울특별시 구로구 디지털로27라길 36,도로파손,2023-05-31
2023-04-20,서울 구로구 구로동 413-13,도로파손,2023-05-31
2023-04-21,서울특별시 구로구 디지털로27길 57,도로파손,2023-05-31
2023-04-22,서울특별시 구로구 오리로 1197,도로파손,2023-05-31
2023-04-24,서울특별시 구로구 디지털로29길 38,도로파손,2023-05-31
2023-04-26,구로구 천왕로 10 이펜하우스   5단지~3단지까지,도로파손,2023-05-31
2023-04-26,서울특별시 구로구 디지털로29길 38,도로파손,2023-05-31
2023-04-28,구로구 고척동 산 9-14  후문 나오면 도로,도로파손,2023-05-31
2023-04-29,서울특별시 구로구 디지털로33길 58,도로파손,2023-05-31
2023-04-29,서울특별시 구로구 디지털로33길 58,도로파손,2023-05-31
2023-04-29,서울특별시 구로구 디지털로33길 27,도로파손,2023-05-31
2023-04-30,서울특별시 구로구 도림천로 446,도로파손,2023-05-31
2023-04-30,서울특별시 구로구 구로동로26길 111,도로파손,2023-05-31
2023-05-01,서울특별시 구로구 공원로6나길 11-6,도로파손,2023-05-31
2023-05-02,서울특별시 구로구 디지털로27길 86,도로파손,2023-05-31
2023-05-02,서울특별시 구로구 디지털로31길 120,도로파손,2023-05-31
2023-05-03,서울특별시 구로구 새말로 121-15,도로파손,2023-05-31
2023-05-07,서울특별시 구로구 구로중앙로9길 4,도로파손,2023-05-31
2023-05-07,서울특별시 구로구 디지털로33길 11,도로파손,2023-05-31
2023-05-07,서울특별시 구로구 디지털로27길 65,도로파손,2023-05-31
2023-05-07,서울특별시 구로구 디지털로27길 131,도로파손,2023-05-31
2023-05-09,서울특별시 구로구 경인로35길 52,도로파손,2023-05-31
2023-05-11,서울특별시 구로구 경서로 15,도로파손,2023-05-31
2023-05-11,서울특별시 구로구 디지털로29길 38,도로파손,2023-05-31
2023-05-12,서울시 구로구 고척로 233,도로파손,2023-05-31
2023-05-12,서울특별시 구로구 구일로8길 63,도로파손,2023-05-31
2023-05-14,서울특별시 구로구 구일로10길 27,도로파손,2023-05-31
2023-05-16,서울특별시 구로구 신도림로 20,도로파손,2023-05-31
2023-05-17,서울특별시 구로구 개봉로11길 79,도로파손,2023-05-31
2023-05-18,서울특별시 구로구 개봉로11길 18-7,도로파손,2023-05-31
2023-05-19,서울특별시 구로구 부일로 941,도로파손,2023-05-31
2023-05-20,서울특별시 구로구 디지털로34길 43,도로파손,2023-05-31
2023-05-20,서울특별시 구로구 디지털로 272,도로파손,2023-05-31
2023-05-20,서울특별시 구로구 신도림로7길 2,도로파손,2023-05-31
2023-05-23,서울특별시 구로구 구로중앙로 47,도로파손,2023-05-31
2023-05-23,서울특별시 구로구 구로중앙로22길 85-4,도로파손,2023-05-31
2023-05-23,구로구 구로동로12길65(구로동 741-39번지) 오르막길,도로파손,2023-05-31
2023-05-24,서울특별시 구로구 개봉로5길 23 명문아이빌,도로파손,2023-05-31
2023-05-25,서울특별시 구로구 경인로 643,도로파손,2023-05-31
2023-05-25,서울특별시 구로구 궁동 206-3,도로파손,2023-05-31
2023-05-26,서울특별시 구로구 개봉로1길 158,도로파손,2023-05-31
2023-05-29,서울특별시 구로구 남부순환로 1082-72,도로파손,2023-05-31
2023-05-29,서울특별시 구로구 구일로4길 65,도로파손,2023-05-31
2023-05-29,서울특별시 구로구 구일로 68,도로파손,2023-05-31
2023-05-30,서울특별시 구로구 고척로6길 22-2,도로파손,2023-05-31
2023-05-31,서울특별시 구로구 개봉로17길 90,도로파손,2023-05-31
